date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:16:29	1786351/1786351	---M--	200	added ('OK')	image/gif	etag:%2294937a1251d5a4547cb7999f05984f6d-ssl%22	https://lxshopofficial.netlify.app/assets/img/a_a21817ad65fb1ea019b11f4b49acf092.gif	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/a_a21817ad65fb1ea019b11f4b49acf092.gif	(from https://lxshopofficial.netlify.app/)
14:16:32	39390/39390	---M--	200	added ('OK')	image/webp	etag:%22ca860214466080891995a9f77b7dac7d-ssl%22	https://lxshopofficial.netlify.app/assets/img/5ef71c5f658f81899b7a358e0ad0fe1d.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/5ef71c5f658f81899b7a358e0ad0fe1d.webp	(from https://lxshopofficial.netlify.app/)
14:16:35	5116/5116	---M--	200	added ('OK')	image/webp	etag:%225ada253b5e99f1b0a9edc87a301f727a-ssl%22	https://lxshopofficial.netlify.app/assets/img/eviljvg.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/eviljvg.webp	(from https://lxshopofficial.netlify.app/)
14:16:38	14472/14472	---M--	200	added ('OK')	image/webp	etag:%225249d46036339f69cf8c9ae87f9eae5e-ssl%22	https://lxshopofficial.netlify.app/assets/img/atomi.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/atomi.webp	(from https://lxshopofficial.netlify.app/)
14:16:41	5439/5439	---M--	200	added ('OK')	image/png	etag:%22c295f12d71c618305b4e0218ee334592-ssl%22	https://lxshopofficial.netlify.app/assets/img/new.png	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/new.png	(from https://lxshopofficial.netlify.app/)
14:16:45	14581/14581	---M--	200	added ('OK')	image/png	etag:%22a25289e0469abca518482b7720d70192-ssl%22	https://lxshopofficial.netlify.app/assets/img/lxsinfondo.png	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/lxsinfondo.png	(from https://lxshopofficial.netlify.app/)
14:16:45	3449/3449	---MCZ	404	error ('Not%20Found')	text/html	etag:1696019943-ssl-df	https://lxshopofficial.netlify.app/POST	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/POST.a2.delayed	(from https://lxshopofficial.netlify.app/)
14:16:51	14690/14690	---MCZ	200	added ('OK')	application/javascript	etag:%22c55e2dc00124c68cb446728991258b7e-ssl-df%22	https://lxshopofficial.netlify.app/assets/vendor/aos/aos.js	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/vendor/aos/aos.js	(from https://lxshopofficial.netlify.app/)
14:16:54	78129/78129	---MCZ	200	added ('OK')	application/javascript	etag:%2288f2a0671a5b1b9503de39fc42dfb3a0-ssl-df%22	https://lxshopofficial.netlify.app/assets/vendor/bootstrap/js/bootstrap.bundle.min.js	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/vendor/bootstrap/js/bootstrap.bundle.min.js	(from https://lxshopofficial.netlify.app/)
14:16:57	55976/55976	---MCZ	200	added ('OK')	application/javascript	etag:%22d116136491fe8d5bfa323a97c934c2ce-ssl-df%22	https://lxshopofficial.netlify.app/assets/vendor/glightbox/js/glightbox.min.js	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/vendor/glightbox/js/glightbox.min.js	(from https://lxshopofficial.netlify.app/)
14:17:00	4919/4919	---MCZ	200	added ('OK')	application/javascript	etag:%2267d89f9dec922f5e32b5c8a232523486-ssl-df%22	https://lxshopofficial.netlify.app/assets/vendor/purecounter/purecounter.js	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/vendor/purecounter/purecounter.js	(from https://lxshopofficial.netlify.app/)
14:17:03	145446/145446	---MCZ	200	added ('OK')	application/javascript	etag:%22a92bd9aca960a730469e1fcf31d91488-ssl-df%22	https://lxshopofficial.netlify.app/assets/vendor/swiper/swiper-bundle.min.js	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/vendor/swiper/swiper-bundle.min.js	(from https://lxshopofficial.netlify.app/)
14:17:03	4843/4843	---MCZ	200	added ('OK')	application/javascript	etag:%228ddaa754ae5bc96d5b9a2dd53e947c41-ssl-df%22	https://lxshopofficial.netlify.app/assets/js/main.js	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/js/main.js	(from https://lxshopofficial.netlify.app/)
